"","Brand","Vehicle","Engine","Engine.code","Torque..Nm.rpm.","Power..hp..","Power.kW..rpm.","Average.fuel.consumption..l.100.km.","CO2..g.km.","Weight.3p.5p..kg","Displacement","Compression.ratio","GearBox.type","Tyre","Traction.type"
"524","Mitsubishi","Lancer Sportback","2.0L DI-D 140 hp","","310/1750",140,"103/4000",6.3,165,"1540","1968",28,"MT 6","205/60 R16","2wd"
"525","Mitsubishi","Lancer Sportback Motion","2.0L DI-D 140 hp","","310/1750",140,"103/4000",6.5,173,"1565","1968",28,"MT 6","215/45 R18","2wd"
"526","Mitsubishi","Lancer Sportback Ralliart","2.0L T 240 hp","","343/2500-4750",241,"177/6000",10.2,243,"1670","1998",34,"DCT 6","215/45 R18","4wd"
"527","Mitsubishi","Lancer","2.0L DI-D 140 hp","","310/1750",140,"103/4000",5.9,157,"1500","1968",28,"MT 6","205/60 R16","2wd"
"528","Mitsubishi","Lancer Instyle","2.0L DI-D 140 hp","","310/1750",140,"103/4000",6.3,165,"1525","1968",28,"MT 6","215/45 R18","2wd"
"529","Mitsubishi","Lancer","1.8L 140 hp hpT","","178/4250",143,"105/6000",7.9,188,"1455","1798",5,"hpT","215/45 R18","2wd"
"530","Mitsubishi","Lancer Evolution GSR","2.0L T 295 hp","","366/3500",295,"217/6500",10.2,243,"1635","1998",34,"MT","245/40 R18 93 Y","4wd"
"531","Mitsubishi","Lancer Evolution MR TC-SST","2.0L T 295 hp","","366/3500",295,"217/6500",10.5,250,"1675","1998",34,"DCT 6","245/40 R18 93 Y","4wd"
"532","Mitsubishi","Lancer Ralliart","2.0L T 240 hp","","343/2500-4750",241,"177/6000",10,238,"1625","1998",34,"DCT 6","215/45 R18","4wd"
"533","Mitsubishi","Grandis","2.0L DI-D 140 hp","","310/1750",136,"100/4000",6.6,176,"1785","1968",28,"MT 6","215/60 R16","2wd"
"534","Mitsubishi","Grandis Invite","2.0L DI-D 140 hp","","310/1750",136,"100/4000",6.6,176,"1785","1968",28,"MT 6","215/55 R17","2wd"
"535","Mitsubishi","Outlander","2.0L DI-D 140 hp","","310/1750",140,"103/4000",6.7,177,"1730","1968",28,"MT 6","215/70 R16","4wd"
"536","Mitsubishi","Outlander Intense +","2.0L DI-D 140 hp","","310/1750",140,"103/4000",6.9,183,"1765","1968",28,"MT 6","225/55 R18","4wd"
"537","Mitsubishi","Outlander","2.2L DI-D 140 hp","","380/2000",156,"115/4000",7.3,194,"1810","2179",21,"MT 6","225/55 R18","4wd"
"538","Mitsubishi","Outlander","2.4L 170 hp","","232/4100",170,"125/6000",9.2,220,"1570","2360",5,"MT","215/70 R16","2wd"
"539","Mitsubishi","Outlander","2.4L 170 hp hpT","","232/4100",170,"125/6000",9.3,222,"1700","2360",5,"hpT","225/55 R18","4wd"
"540","Mitsubishi","Pajero 3p.","3.2L DI-D 160 hp","","381/2000",160,"118/3800",9.2,244,"2160","3200",23,"MT with reductor (1.9)","265/65 R17 112 H","4wd"
"541","Mitsubishi","Pajero 3p. Intense","3.2L DI-D 160 hp","","381/2000",160,"118/3800",9.2,244,"2160","3200",23,"MT with reductor (1.9)","265/60 R18 110 H","4wd"
"542","Mitsubishi","Pajero 3p.","3.2L DI-D 170 hp AT","","373/2000",170,"125/3800",10.5,278,"2150","3200",23,"AT with reductor (1.9)","265/60 R18 110 H","4wd"
"543","Mitsubishi","Pajero 5p.","3.2L DI-D 160 hp","","381/2000",160,"118/3800",9.3,246,"2340","3200",23,"MT with reductor (1.9)","265/65 R17 112 H","4wd"
"544","Mitsubishi","Pajero 5p. Intense","3.2L DI-D 160 hp","","381/2000",160,"118/3800",9.3,246,"2340","3200",23,"MT with reductor (1.9)","265/60 R18 110 H","4wd"
"545","Mitsubishi","Pajero 5p.","3.2L DI-D 170 hp AT","","373/2000",170,"125/3800",10.6,280,"2330","3200",23,"AT with reductor (1.9)","265/60 R18 110 H","4wd"
"546","Mitsubishi","Pajero 5p.","3.8L V6 250 hp","","329/2750",250,"184/6000",13.5,324,"2290","3828",40,"AT with reductor (1.9)","265/60 R18 110 H","4wd"
"547","Mitsubishi","L200 Double Cab.","2.5L DI-D 136 hp","","314/2000",136,"100/4000",8.6,228,"1955","2477",25,"MT with reductor (1.9)","245/70 R16 111 S","4wd"
"548","Volkswagen","Fox","1.2L 55 hp 3 cyl.","","108/3000",54,"40/4750",6.1,146,"998","1198",4,"MT","165/70 R14 T","2wd"
"549","Volkswagen","Fox","1.4L 75 hp","","124/2750",75,"50/5000",6.7,161,"1012","1390",5,"MT","165/70 R14 T","2wd"
"550","Volkswagen","Fox","1.4L TDI 70 hp 3 cyl.","","155/1600-2800",69,"51/4000",4.9,132,"1085","1422",33,"MT","185/60 R14 H","2wd"
"551","Volkswagen","Polo","1.2L 60 hp 3 cyl.","","108/3000",60,"44/5200",5.8,138,"?","1198",4,"MT","165/70 R14 T","2wd"
"552","Volkswagen","Polo","1.4L 80 hp","","132/3800",80,"59/5000",6.3,150,"1038","1390",5,"MT","165/70 R14 T","2wd"
"553","Volkswagen","Polo GT","1.4L 80 hp","","132/3800",80,"59/5000",6.3,150,"1038","1390",5,"MT","185/60 R14","2wd"
"554","Volkswagen","Polo","1.4L 80 hp AT","","132/3800",80,"59/5000",6.9,163,"?","1390",5,"AT 6","165/70 R14 T","2wd"
"555","Volkswagen","Polo","1.6L 105 hp","","153/3800",105,"77/5600",6.7,159,"1056","1598",5,"MT","185/60 R14 H","2wd"
"556","Volkswagen","Polo","1.9L TDI 100 hp","","240/1800-2400",101,"74/4000",4.8,127,"?","1896",32,"MT","185/60 R14 T","2wd"
"557","Volkswagen","Polo GTI","1.8L T 150 hp","","220/1950-4500",150,"110/5800",7.8,186,"1164/?","1781",37,"MT","205/45 R16 V","2wd"
"558","Volkswagen","Crosspolo","1.4L 75 hp","","126/3800",75,"55/5000",6.7,161,"1087","1390",5,"MT","215/40 R17 Z","2wd"
"559","Volkswagen","Crosspolo","1.4L 100 hp","","126/4400",101,"74/6000",6.8,163,"1097","1390",5,"MT","215/40 R17 Z","2wd"
"560","Volkswagen","Crosspolo","1.4L TDI 70 hp 3 cyl.","","155/1600-2800",69,"51/4000",4.9,132,"1155","1422",33,"MT","215/40 R17","2wd"
"561","Volkswagen","Crosspolo","1.9L TDI 100 hp","","240/1800-2400",101,"74/4000",5.1,138,"1190","1896",32,"MT","215/40 R17","2wd"
"562","Volkswagen","Polo (2009)","1.2L 60 hp 3 cyl.","","108/3000",60,"44/5200",5.5,128,"1068","1198",5,"MT","175/70 R14 T","2wd"
"563","Volkswagen","Polo (2009)","1.2L 69 hp 3 cyl.","","112/3000",69,"51/5400",5.5,128,"1068","1198",5,"MT","175/70 R14 T","2wd"
"564","Volkswagen","Polo (2009)","1.4L 86 hp","","132/3800",86,"63/5000",5.9,139,"1071","1390",5,"MT","185/60 R15 T","2wd"
"565","Volkswagen","Polo (2009)","1.4L 86 hp DSG 7","","132/3800",86,"63/5000",5.8,135,"1104","1390",5,"DCT 7","185/60 R15 T","2wd"
"566","Volkswagen","Polo (2009)","1.2L TSI 105 hp","","?",105,"77/?",5.5,129,"?","?",1,"MT 6","185/60 R15 T","2wd"
"567","Volkswagen","Polo (2009)","1.6L TDI 75 hp","","195/1500-2000",75,"55/4000",4.2,109,"1157","1598",20,"MT","175/70 R14 T","2wd"
"568","Volkswagen","Polo (2009)","1.6L TDI 90 hp","","230/1500-2500",90,"66/4200",4.2,109,"1157","1598",20,"MT","185/60 R15 T","2wd"
"569","Volkswagen","Polo (2009)","1.6L TDI 90 hp DSG 7","","230/1500-2500",90,"66/4200",4.3,112,"1179","1598",20,"DCT 7","185/60 R15 T","2wd"
"570","Volkswagen","Polo (2009) Bluemotion","1.6L TDI 90 hp","","230/1500-2500",90,"66/4200",3.8,96,"?","1598",20,"MT","185/60 R15 T","2wd"
"571","Volkswagen","Polo (2009)","1.6L TDI 105 hp","","250/1500-2500",105,"77/4400",4.2,109,"1165","1598",20,"MT","185/60 R15 T","2wd"
"572","Volkswagen","Scirocco","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.4,149,"1319","1390",2,"MT 6","205/50 R17","2wd"
"573","Volkswagen","Scirocco","1.4L TSI 160 hp","","240/1500-4500",160,"118/5800",6.6,154,"1346","1390",2,"MT 6","225/45 R17","2wd"
"574","Volkswagen","Scirocco","1.4L TSI 160 hp DSG 7","","240/1500-4500",160,"118/5800",6.3,147,"1360","1390",2,"DCT 7","225/45 R17","2wd"
"575","Volkswagen","Scirocco","2.0L TSI 200 hp","","280/1700-5000",200,"147/5100",7.6,179,"1373","1984",40,"MT 6","225/45 R17","2wd"
"576","Volkswagen","Scirocco","2.0L TSI 200 hp DSG 6","","280/1700-5000",200,"147/5100",7.6,179,"1393","1984",40,"DCT 6","225/45 R17","2wd"
"577","Volkswagen","Scirocco","2.0L TDI 140 hp","","320/1750-2500",140,"103/4200",5.1,134,"1379","1968",20,"MT 6","225/45 R17","2wd"
"578","Volkswagen","Scirocco","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4200",5.5,145,"1395","1968",20,"DCT 6","225/45 R17","2wd"
"579","Volkswagen","Scirocco","2.0L TDI 170 hp","","350/1750-2500",170,"125/4200",5.3,139,"1395","1968",20,"MT 6","225/45 R17","2wd"
"580","Volkswagen","Scirocco","2.0L TDI 170 hp DSG 6","","350/1750-2500",170,"125/4200",5.6,147,"1421","1968",20,"DCT 6","225/45 R17","2wd"
"581","Volkswagen","Scirocco R","2.0L TSI 265 hp","","350/2500-5000",265,"195/6000",8.3,194,"1408","1984",40,"MT 6","235/40 R18","2wd"
"582","Volkswagen","Scirocco R","2.0L TSI 265 hp DSG 6","","350/2500-5000",265,"195/6000",8.2,192,"1428","1984",40,"DCT 6","235/40 R18","2wd"
"583","Volkswagen","Eos","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.5,154,"1536","1390",2,"MT 6","235/45 R17","2wd"
"584","Volkswagen","Eos","1.4L TSI 160 hp","","240/1500-4500",160,"118/5800",6.7,159,"1562","1390",2,"MT 6","235/45 R17","2wd"
"585","Volkswagen","Eos","2.0L TSI 200 hp","","280/1800-5000",200,"147/5100",8,188,"1611","1984",4,"MT 6","235/45 R17","2wd"
"586","Volkswagen","Eos","2.0L TSI 200 hp DSG 6","","280/1800-5000",200,"147/5100",8,188,"1632","1984",4,"DCT 6","235/45 R17","2wd"
"587","Volkswagen","Eos","3.2L V6 250 hp DSG 6","","320/2500-3000",250,"184/6300",9.2,219,"1702","3189",8,"DCT 6","235/45 R17","2wd"
"588","Volkswagen","Eos","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",5.8,152,"1627","1968",20,"MT 6","235/45 R17","2wd"
"589","Volkswagen","Eos","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",6.3,166,"1649","1968",20,"DCT 6","235/45 R17","2wd"
"590","Volkswagen","Jetta","1.6L 102 hp","","148/3800",102,"75/5600",7.4,178,"1268","1595",5,"MT","205/55 R16","2wd"
"591","Volkswagen","Jetta","1.6L FSI 115 hp","","155/4000",116,"85/6000",6.8,166,"1271","1598",13,"MT 6","205/55 R16","2wd"
"592","Volkswagen","Jetta","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.2,140,"1345","1896",32,"MT","205/55 R16","2wd"
"593","Volkswagen","Jetta","1.9L TDI 105 hp DSG 6","","250/1900",105,"77/4000",5.7,154,"1384","1896",32,"DCT 6","205/55 R16","2wd"
"594","Volkswagen","Jetta","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",5.5,149,"1393","1968",30,"MT 6","205/55 R16","2wd"
"595","Volkswagen","Jetta","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",6.1,165,"1410","1968",30,"DCT 6","205/55 R16","2wd"
"596","Volkswagen","Caddy","1.4L 80 hp","","132/3800",80,"59/5000",7.9,188,"1485","1390",5,"MT","195/65 R15","2wd"
"597","Volkswagen","Caddy","1.6L 102 hp","","148/3800",102,"75/5600",8.2,195,"1495","1595",5,"MT","195/65 R15","2wd"
"598","Volkswagen","Caddy","1.9L TDI 75 hp","","210/1900",75,"55/4000",6,158,"1560","1896",1,"MT","195/65 R15","2wd"
"599","Volkswagen","Caddy","1.9L TDI 104 hp","","250/1900",105,"77/4000",6.2,164,"1560","1896",32,"MT","195/65 R15","2wd"
"600","Volkswagen","Caddy Bluemotion","1.9L TDI 104 hp","","250/1900",105,"77/4000",5.7,149,"1560","1896",32,"MT","195/65 R15","2wd"
"601","Volkswagen","Caddy","1.9L TDI 104 hp DSG 5","","250/1900",105,"77/4000",6.7,177,"1560","1896",32,"DCT 5","195/65 R15","2wd"
"602","Volkswagen","Caddy","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",6.3,167,"?","1968",30,"MT 6","205/55 R16","2wd"
"603","Volkswagen","Golf R32 (2006)","3.2L V6 250 hp","","320/2800-3000",250,"184/6300",10.7,255,"1510/1541","3189",8,"MT 6","225/40 R18 Y","4wd"
"604","Volkswagen","Golf R32 (2006)","3.2L V6 250 hp DSG 6","","320/2800-3000",250,"184/6300",9.7,231,"1538/1569","3189",8,"DCT 6","225/40 R18 Y","4wd"
"605","Volkswagen","Golf GTI (2007)","2.0L TFSI 200 hp","","280/1800-5000",200,"147/6000",8,189,"1336/1372","1984",5,"MT 6","225/45 R17 W","2wd"
"606","Volkswagen","Golf GTI (2007)","2.0L TFSI 200 hp DSG 6","","280/1800-5000",200,"147/6000",7.9,188,"1355/1391","1984",5,"DCT 6","225/45 R17 W","2wd"
"607","Volkswagen","Golf (2007)","1.9L TDI 105 hp 4Motion","","250/1900",105,"77/4000",5.8,157,"1424/1464","1896",32,"MT 6","195/65 R15","4wd"
"608","Volkswagen","Golf (2007) Sportline","1.9L TDI 105 hp 4Motion","","250/1900",105,"77/4000",5.8,157,"1424/1464","1896",32,"MT 6","205/55 R16","4wd"
"609","Volkswagen","Golf (2007)","2.0L TDI 140 hp 4Motion","","320/1750-2500",140,"103/4000",5.9,159,"1416/1450","1968",30,"MT 6","205/55 R16","4wd"
"610","Volkswagen","Golf (2007) Highline","2.0L TDI 140 hp 4Motion","","320/1750-2500",140,"103/4000",6,160,"1416/1450","1968",30,"MT 6","195/65 R15","4wd"
"611","Volkswagen","Golf (2007) GT Sport 3p.","1.6L 102 hp","","148/3800",102,"75/5600",7.4,176,"1173","1595",4,"MT","205/55 R16","2wd"
"612","Volkswagen","Golf (2007) GT Sport 3p.","1.6L FSI 115 hp","","155/4000",116,"85/6000",6.7,161,"1184","1598",13,"MT 6","205/55 R16","2wd"
"613","Volkswagen","Golf (2007) GT Sport 3p.","1.4L TSI 122 hp","","200/1500",122,"90/5500",6.3,149,"1205","1390",2,"MT 6","205/55 R16","2wd"
"614","Volkswagen","Golf (2007) GT Sport 3p.","1.4L TSI 140 hp","","220/1500-4000",140,"103/5600",7.1,169,"1262","1390",2,"MT 6","205/55 R16","2wd"
"615","Volkswagen","Golf (2007) GT Sport 3p.","1.4L TSI 170 hp","","240/1750",170,"125/6000",7.3,174,"1298","1390",2,"MT 6","225/45 R17","2wd"
"616","Volkswagen","Golf","1.6L 102 hp","","148/3800",102,"75/5600",7.1,166,"1232/?","1595",5,"MT","195/65 R15","2wd"
"617","Volkswagen","Golf","1.6L 102 hp DSG 7","","148/3800",102,"75/5600",6.7,157,"1265/?","1595",5,"DCT 7","195/65 R15","2wd"
"618","Volkswagen","Golf","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.2,144,"1290/?","1390",2,"MT 6","195/65 R15","2wd"
"619","Volkswagen","Golf","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6,138,"1290/?","1390",2,"DCT 7","195/65 R15","2wd"
"620","Volkswagen","Golf Sport","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.2,144,"1290/?","1390",2,"MT 6","205/55 R16","2wd"
"621","Volkswagen","Golf Sport","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6,138,"1290/?","1390",2,"DCT 7","205/55 R16","2wd"
"622","Volkswagen","Golf","1.4L TSI 160 hp","","240/1500-4500",160,"118/5800",6.3,145,"1346/?","1390",2,"MT 6","205/55 R16","2wd"
"623","Volkswagen","Golf","1.4L TSI 160 hp DSG 7","","240/1500-4500",160,"118/5800",6,139,"1346/?","1390",2,"DCT 7","205/55 R16","2wd"
"624","Volkswagen","Golf GTI","2.0L TSI 210 hp","","280/1700-5200",211,"155/5300",7.3,170,"1393/?","1984",38,"MT 6","225/45 R17","2wd"
"625","Volkswagen","Golf GTI","2.0L TSI 210 hp DSG 6","","280/1700-5200",211,"155/5300",7.4,173,"1414/?","1984",38,"DCT 6","225/45 R17","2wd"
"626","Volkswagen","Golf","1.6L TDI CR 105 hp DPF","","250/1500-2500",105,"77/4400",4.1,107,"1314/?","1598",20,"MT","195/65 R15","2wd"
"627","Volkswagen","Golf Sport","1.6L TDI CR 105 hp DPF","","250/1500-2500",105,"77/4400",4.1,107,"1314/?","1598",20,"MT","205/55 R16","2wd"
"628","Volkswagen","Golf","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",4.9,129,"1374/?","1968",20,"MT 6","195/65 R15","2wd"
"629","Volkswagen","Golf","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",5.4,142,"1397/?","1968",20,"DCT 6","195/65 R15","2wd"
"630","Volkswagen","Golf Sport","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",4.9,129,"1374/?","1968",20,"MT 6","205/55 R16","2wd"
"631","Volkswagen","Golf Sport","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",5.4,142,"1397/?","1968",20,"DCT 6","205/55 R16","2wd"
"632","Volkswagen","Golf Sport","2.0L TDI CR 140 hp DPF 4Motion","","320/1750-2500",140,"103/4200",5.5,145,"1474/?","1968",20,"MT 6","205/55 R16","4wd"
"633","Volkswagen","Golf GTD","2.0L TDI CR 170 hp DPF","","350/1750-2500",170,"125/4200",5.3,139,"1404/?","1968",20,"MT 6","225/45 R17","2wd"
"634","Volkswagen","Golf GTD","2.0L TDI CR 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",5.6,147,"1426/?","1968",20,"DCT 6","225/45 R17","2wd"
"635","Volkswagen","Golf Plus","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.5,152,"1416","1390",2,"MT 6","195/65 R15","2wd"
"636","Volkswagen","Golf Plus","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6.3,146,"1438","1390",2,"DCT 7","195/65 R15","2wd"
"637","Volkswagen","Golf Plus Sport","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.5,152,"1416","1390",2,"MT 6","205/55 R16","2wd"
"638","Volkswagen","Golf Plus Sport","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6.5,152,"1416","1390",2,"DCT 7","205/55 R16","2wd"
"639","Volkswagen","Golf Plus Sport","1.4L TSI 160 hp","","240/1500-4500",160,"118/5800",6.5,153,"?","1390",2,"MT 6","205/55 R16","2wd"
"640","Volkswagen","Golf Plus Sport","1.4L TSI 160 hp DSG 7","","240/1500-4500",160,"118/5800",6.3,147,"?","1390",2,"DCT 7","205/55 R16","2wd"
"641","Volkswagen","Golf Plus","1.6L TDI CR 105 hp DPF","","250/1500-2500",105,"77/4400",4.8,126,"1446","1598",20,"MT","195/65 R15","2wd"
"642","Volkswagen","Golf Plus Sport","1.6L TDI CR 105 hp DPF","","250/1500-2500",105,"77/4400",4.8,126,"1446","1598",20,"MT","205/55 R16","2wd"
"643","Volkswagen","Golf Plus","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",5.1,135,"?","1968",20,"MT 6","195/65 R15","2wd"
"644","Volkswagen","Golf Plus","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",5.6,146,"1505","1968",20,"DCT 6","195/65 R15","2wd"
"645","Volkswagen","Golf Plus Sport","2.0L TDI CR 140 hp DPF","","320/1750-2500",140,"103/4200",5.1,135,"?","1968",20,"MT 6","205/55 R16","2wd"
"646","Volkswagen","Golf Plus Sport","2.0L TDI CR 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",5.6,146,"1505","1968",20,"DCT 6","205/55 R16","2wd"
"647","Volkswagen","Golf Variant","1.6L 102 hp","","148/3800",102,"75/5600",7.4,176,"1278","1595",5,"MT","205/55 R16","2wd"
"648","Volkswagen","Golf Variant","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.2,137,"1361","1896",32,"MT","205/55 R16","2wd"
"649","Volkswagen","Golf Variant Bluemotion","1.9L TDI 105 hp","","250/1900",105,"77/4000",4.6,122,"1357","1896",32,"MT","205/55 R16","2wd"
"650","Volkswagen","Golf Variant","1.9L TDI 105 hp DSG 7","","250/1900",105,"77/4000",5.3,139,"1376","1896",32,"DCT 7","205/55 R16","2wd"
"651","Volkswagen","Golf Variant","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.4,153,"1310","1390",2,"MT 6","205/55 R16","2wd"
"652","Volkswagen","Golf Variant","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6.3,148,"1331","1390",2,"DCT 7","205/55 R16","2wd"
"653","Volkswagen","Golf Variant","1.4L TSI 160 hp","","240/1500-4500",160,"118/5800",6.6,154,"1354","1390",2,"MT 6","205/55 R16","2wd"
"654","Volkswagen","Golf Variant","1.4L TSI 160 hp DSG 7","","240/1500-4500",160,"118/5800",6.4,148,"1369","1390",2,"DCT 7","205/55 R16","2wd"
"655","Volkswagen","Golf Variant","2.0L TDI 140 hp","","320/1750-2500",140,"103/4200",5.5,143,"1399","1968",20,"MT 6","205/55 R16","2wd"
"656","Volkswagen","Golf Variant","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4200",5.8,154,"1430","1968",20,"DCT 6","205/55 R16","2wd"
"657","Volkswagen","Touran","1.9L TDI 90 hp","","210/1800-2500",90,"66/4000",6,157,"1573","1896",32,"MT 6","195/65 R15","2wd"
"658","Volkswagen","Touran","1.6L 102 hp","","148/3800",102,"75/5600",8.1,193,"1502","1595",5,"MT","195/65 R15","2wd"
"659","Volkswagen","Touran","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.9,156,"1573","1896",32,"MT 6","195/65 R15","2wd"
"660","Volkswagen","Touran","1.4L TSI 140 hp","","220/1500-4000",140,"103/5600",7.4,176,"1553","1390",2,"MT 6","195/65 R15","2wd"
"661","Volkswagen","Touran Advance","1.6L 102 hp","","148/3800",102,"75/5600",8.1,193,"1502","1595",5,"MT","205/55 R16","2wd"
"662","Volkswagen","Touran Advance","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.9,156,"1573","1896",32,"MT 6","205/55 R16","2wd"
"663","Volkswagen","Touran","1.4L TSI 140 hp DSG 6","","220/1500-4000",140,"103/5600",7.5,179,"1575","1390",2,"DCT 6","195/65 R15","2wd"
"664","Volkswagen","Touran Bluemotion","1.9L TDI 105 hp","","250/1900",105,"77/4000",5.4,145,"1557","1896",30,"MT 6","205/55 R16","2wd"
"665","Volkswagen","Touran Advance","1.9L TDI 105 hp DSG 7","","250/1900",105,"77/4000",5.6,148,"1601","1896",32,"DCT 7","205/55 R16","2wd"
"666","Volkswagen","Touran Advance","1.4L TSI 140 hp","","220/1500-4000",140,"103/5600",7.4,176,"1553","1390",2,"MT 6","205/55 R16","2wd"
"667","Volkswagen","Touran Advance","1.4L TSI 140 hp DSG 6","","220/1500-4000",140,"103/5600",7.5,179,"1575","1390",2,"DCT 6","205/55 R16","2wd"
"668","Volkswagen","Touran Sport","1.4L TSI 140 hp","","220/1500-4000",140,"103/5600",7.4,176,"1553","1390",2,"MT 6","225/45 R17","2wd"
"669","Volkswagen","Touran Sport","1.4L TSI 140 hp DSG 6","","220/1500-4000",140,"103/5600",7.5,179,"1575","1390",2,"DCT 6","225/45 R17","2wd"
"670","Volkswagen","Touran","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",6,159,"1633","1968",30,"MT 6","205/55 R16","2wd"
"671","Volkswagen","Touran","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",6.5,172,"1667","1968",30,"DCT 6","205/55 R16","2wd"
"672","Volkswagen","Touran Sport","2.0L TDI 140 hp","","320/1750-2500",140,"103/4000",6,159,"1633","1968",30,"MT 6","225/45 R17","2wd"
"673","Volkswagen","Touran Sport","2.0L TDI 140 hp DSG 6","","320/1750-2500",140,"103/4000",6.5,172,"1667","1968",30,"DCT 6","225/45 R17","2wd"
"674","Volkswagen","Touran","2.0L TDI 170 hp","","350/1750-2500",170,"125/4000",6.6,174,"1625","1968",30,"MT 6","205/55 R16","2wd"
"675","Volkswagen","Touran","2.0L TDI 170 hp DSG 6","","350/1750-2500",170,"125/4000",6.9,182,"1660","1968",30,"DCT 6","205/55 R16","2wd"
"676","Volkswagen","Touran Sport","2.0L TDI 170 hp","","350/1750-2500",170,"125/4000",6.6,174,"1625","1968",30,"MT 6","225/45 R17","2wd"
"677","Volkswagen","Touran Sport","2.0L TDI 170 hp DSG 6","","350/1750-2500",170,"125/4000",6.9,182,"1660","1968",30,"DCT 6","225/45 R17","2wd"
"678","Volkswagen","Passat CC","1.8L TSI 160 hp","","250/1500-4200",160,"118/6200",7.6,178,"1505","1798",40,"MT 6","235/45 R17","2wd"
"679","Volkswagen","Passat CC","1.8L TSI 160 hp DSG 7","","250/1500-4200",160,"118/6200",7.3,172,"?","1798",40,"DCT 7","235/45 R17","2wd"
"680","Volkswagen","Passat CC","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",7.9,186,"1516","1984",5,"MT 6","235/45 R17","2wd"
"681","Volkswagen","Passat CC","2.0L TSI 200 hp Tiptronic","","280/1800-5000",200,"147/6000",8.5,199,"1529","1984",5,"AT 6","235/45 R17","2wd"
"682","Volkswagen","Passat CC","2.0L TDI 140 hp DPF","","320/1750-2500",140,"103/4200",5.6,146,"1541","1968",20,"MT 6","235/45 R17","2wd"
"683","Volkswagen","Passat CC","2.0L TDI 140 hp DPF DSG 6","","320/1750-2500",140,"103/4200",6,158,"1560","1968",20,"DCT 6","235/45 R17","2wd"
"684","Volkswagen","Passat CC","2.0L TDI 170 hp DPF","","350/1750-2500",170,"125/4200",5.6,146,"1547","1968",20,"MT 6","235/45 R17","2wd"
"685","Volkswagen","Passat CC","2.0L TDI 170 hp DPF DSG 6","","350/1750-2500",170,"125/4200",6.1,159,"1565","1968",20,"DCT 6","235/45 R17","2wd"
"686","Volkswagen","Passat CC","3.6L V6 FSI 300 hp DSG 6 4Motion","","350/2400-5300",299,"220/6600",10.1,242,"1707","3598",11,"DCT 6","235/45 R17","4wd"
"687","Volkswagen","Passat","1.4L TSI 122 hp","","200/1500-4000",122,"90/5000",6.6,157,"1463","1390",2,"MT 6","215/55 R16","2wd"
"688","Volkswagen","Passat","1.4L TSI 122 hp DSG 7","","200/1500-4000",122,"90/5000",6.4,152,"1485","1390",2,"DCT 7","215/55 R16","2wd"
"689","Volkswagen","Passat","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",7.6,180,"1492","1798",38,"MT 6","215/55 R16","2wd"
"690","Volkswagen","Passat R-Line","1.8L TSI 160 hp","","250/1500-4200",160,"118/5000",7.6,180,"1492","1798",38,"MT 6","235/45 R17","2wd"
"691","Volkswagen","Passat","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",7.9,186,"1520","1984",5,"MT 6","215/55 R16","2wd"
"692","Volkswagen","Passat R-Line","2.0L TSI 200 hp","","280/1800-5000",200,"147/6000",7.9,186,"1520","1984",5,"MT 6","235/45 R17","2wd"
